dataset,model,seed,split,threshold_kind,threshold,precision,recall,f1,far,auroc,tp,fp,fn,tn
TOSHIBA_20MG07ACA14TA,GRU,54,val,row_opt,0.006,0.040428,0.478149,0.074552,0.009529,0.804336,2965,70376,3236,7315433
TOSHIBA_20MG07ACA14TA,GRU,54,val,disk_opt,0.089,0.184731,0.238026,0.208019,0.000882,0.804336,1476,6514,4725,7379295
TOSHIBA_20MG07ACA14TA,GRU,54,test,row_opt,0.006,0.034494,0.473868,0.064307,0.011335,0.830684,2992,83748,3322,7304666
TOSHIBA_20MG07ACA14TA,GRU,54,test,disk_opt,0.089,0.176144,0.195755,0.185432,0.000782,0.830684,1236,5781,5078,7382633
TOSHIBA_20MG07ACA14TA,GRU,55,val,row_opt,0.004,0.043597,0.487825,0.08004,0.008985,0.805552,3025,66361,3176,7319448
TOSHIBA_20MG07ACA14TA,GRU,55,val,disk_opt,0.109,0.221263,0.198355,0.209184,0.000586,0.805552,1230,4329,4971,7381480
TOSHIBA_20MG07ACA14TA,GRU,55,test,row_opt,0.004,0.038743,0.478144,0.071679,0.010138,0.852927,3019,74904,3295,7313510
TOSHIBA_20MG07ACA14TA,GRU,55,test,disk_opt,0.109,0.169325,0.17485,0.172043,0.000733,0.852927,1104,5416,5210,7382998
TOSHIBA_20MG07ACA14TA,GRU,56,val,row_opt,0.004,0.050158,0.478149,0.090792,0.007602,0.807032,2965,56148,3236,7329661
TOSHIBA_20MG07ACA14TA,GRU,56,val,disk_opt,0.117,0.210189,0.195614,0.202639,0.000617,0.807032,1213,4558,4988,7381251
TOSHIBA_20MG07ACA14TA,GRU,56,test,row_opt,0.004,0.044664,0.472442,0.081613,0.008636,0.850797,2983,63804,3331,7324610
TOSHIBA_20MG07ACA14TA,GRU,56,test,disk_opt,0.117,0.174661,0.183402,0.178925,0.000741,0.850797,1158,5472,5156,7382942
TOSHIBA_20MG07ACA14TA,GRU,57,val,row_opt,0.004,0.042163,0.483793,0.077565,0.009228,0.809486,3000,68153,3201,7317656
TOSHIBA_20MG07ACA14TA,GRU,57,val,disk_opt,0.148,0.178898,0.183196,0.181021,0.000706,0.809486,1136,5214,5065,7380595
TOSHIBA_20MG07ACA14TA,GRU,57,test,row_opt,0.004,0.038339,0.484004,0.071051,0.010375,0.846493,3056,76653,3258,7311761
TOSHIBA_20MG07ACA14TA,GRU,57,test,disk_opt,0.148,0.201906,0.211435,0.20656,0.000714,0.846493,1335,5277,4979,7383137
TOSHIBA_20MG07ACA14TA,GRU,58,val,row_opt,0.006,0.042691,0.490727,0.078549,0.009239,0.80931,3043,68236,3158,7317573
TOSHIBA_20MG07ACA14TA,GRU,58,val,disk_opt,0.159,0.281676,0.136591,0.18397,0.000292,0.80931,847,2160,5354,7383649
TOSHIBA_20MG07ACA14TA,GRU,58,test,row_opt,0.006,0.039133,0.483212,0.072403,0.010139,0.843627,3051,74913,3263,7313501
TOSHIBA_20MG07ACA14TA,GRU,58,test,disk_opt,0.159,0.244321,0.16012,0.193456,0.000423,0.843627,1011,3127,5303,7385287
TOSHIBA_20MG07ACA14TA,GRU,59,val,row_opt,0.003,0.043995,0.495243,0.08081,0.009035,0.807317,3071,66733,3130,7319076
TOSHIBA_20MG07ACA14TA,GRU,59,val,disk_opt,0.146,0.224231,0.179971,0.199678,0.000523,0.807317,1116,3861,5085,7381948
TOSHIBA_20MG07ACA14TA,GRU,59,test,row_opt,0.003,0.035954,0.477985,0.066878,0.010953,0.86288,3018,80922,3296,7307492
TOSHIBA_20MG07ACA14TA,GRU,59,test,disk_opt,0.146,0.194055,0.181977,0.187822,0.000646,0.86288,1149,4772,5165,7383642
TOSHIBA_20MG07ACA14TA,GRU,60,val,row_opt,0.005,0.04293,0.470892,0.078687,0.008814,0.799712,2920,65097,3281,7320712
TOSHIBA_20MG07ACA14TA,GRU,60,val,disk_opt,0.103,0.181641,0.254959,0.212144,0.000964,0.799712,1581,7123,4620,7378686
TOSHIBA_20MG07ACA14TA,GRU,60,test,row_opt,0.005,0.036411,0.468008,0.067565,0.010584,0.830404,2955,78202,3359,7310212
TOSHIBA_20MG07ACA14TA,GRU,60,test,disk_opt,0.103,0.174307,0.219195,0.194191,0.000887,0.830404,1384,6556,4930,7381858
TOSHIBA_20MG07ACA14TA,GRU,61,val,row_opt,0.005,0.043522,0.480084,0.079809,0.008858,0.808369,2977,65425,3224,7320384
TOSHIBA_20MG07ACA14TA,GRU,61,val,disk_opt,0.133,0.219716,0.157071,0.183186,0.000468,0.808369,974,3459,5227,7382350
TOSHIBA_20MG07ACA14TA,GRU,61,test,row_opt,0.005,0.03975,0.467057,0.073265,0.009642,0.849116,2949,71239,3365,7317175
TOSHIBA_20MG07ACA14TA,GRU,61,test,disk_opt,0.133,0.186704,0.167247,0.176441,0.000623,0.849116,1056,4600,5258,7383814
TOSHIBA_20MG07ACA14TA,GRU,62,val,row_opt,0.005,0.042932,0.481374,0.078833,0.00901,0.811749,2985,66544,3216,7319265
TOSHIBA_20MG07ACA14TA,GRU,62,val,disk_opt,0.151,0.216199,0.167876,0.188998,0.000511,0.811749,1041,3774,5160,7382035
TOSHIBA_20MG07ACA14TA,GRU,62,test,row_opt,0.005,0.038263,0.486063,0.070941,0.010441,0.847848,3069,77139,3245,7311275
TOSHIBA_20MG07ACA14TA,GRU,62,test,disk_opt,0.151,0.193512,0.162496,0.176653,0.000579,0.847848,1026,4276,5288,7384138
TOSHIBA_20MG07ACA14TA,XGB,42,val,row_opt,0.002,0.068771,0.424448,0.118364,0.004825,0.774732,2632,35640,3569,7350169
TOSHIBA_20MG07ACA14TA,XGB,42,val,disk_opt,0.063,0.13079,0.219481,0.163907,0.001225,0.774732,1361,9045,4840,7376764
TOSHIBA_20MG07ACA14TA,XGB,42,test,row_opt,0.002,0.065734,0.43364,0.114162,0.005267,0.82465,2738,38915,3576,7349499
TOSHIBA_20MG07ACA14TA,XGB,42,test,disk_opt,0.063,0.143905,0.208109,0.170152,0.001058,0.82465,1314,7817,5000,7380597
TOSHIBA_20MG07ACA14TA,XGB,43,val,row_opt,0.003,0.040114,0.422512,0.073271,0.008488,0.777752,2620,62694,3581,7323115
TOSHIBA_20MG07ACA14TA,XGB,43,val,disk_opt,0.117,0.127346,0.210127,0.158583,0.001209,0.777752,1303,8929,4898,7376880
TOSHIBA_20MG07ACA14TA,XGB,43,test,row_opt,0.003,0.038287,0.451378,0.070586,0.009689,0.84605,2850,71588,3464,7316826
TOSHIBA_20MG07ACA14TA,XGB,43,test,disk_opt,0.117,0.167164,0.221888,0.190677,0.000945,0.84605,1401,6980,4913,7381434
TOSHIBA_20MG07ACA14TA,XGB,44,val,row_opt,0.002,0.039392,0.452508,0.072476,0.009265,0.791802,2806,68426,3395,7317383
TOSHIBA_20MG07ACA14TA,XGB,44,val,disk_opt,0.094,0.119899,0.213675,0.153605,0.001317,0.791802,1325,9726,4876,7376083
TOSHIBA_20MG07ACA14TA,XGB,44,test,row_opt,0.002,0.037994,0.462464,0.070219,0.010007,0.854037,2920,73934,3394,7314480
TOSHIBA_20MG07ACA14TA,XGB,44,test,disk_opt,0.094,0.133063,0.213019,0.163805,0.001186,0.854037,1345,8763,4969,7379651
TOSHIBA_20MG07ACA14TA,XGB,45,val,row_opt,0.001,0.041059,0.458636,0.07537,0.008993,0.764958,2844,66423,3357,7319386
TOSHIBA_20MG07ACA14TA,XGB,45,val,disk_opt,0.061,0.150251,0.202709,0.172582,0.000963,0.764958,1257,7109,4944,7378700
TOSHIBA_20MG07ACA14TA,XGB,45,test,row_opt,0.001,0.044321,0.477035,0.081106,0.00879,0.814208,3012,64947,3302,7323467
TOSHIBA_20MG07ACA14TA,XGB,45,test,disk_opt,0.061,0.216963,0.212702,0.214811,0.000656,0.814208,1343,4847,4971,7383567
TOSHIBA_20MG07ACA14TA,XGB,46,val,row_opt,0.001,0.043479,0.419771,0.078796,0.007753,0.735887,2603,57265,3598,7328544
TOSHIBA_20MG07ACA14TA,XGB,46,val,disk_opt,0.06,0.144775,0.21561,0.173231,0.001069,0.735887,1337,7898,4864,7377911
TOSHIBA_20MG07ACA14TA,XGB,46,test,row_opt,0.001,0.042581,0.432214,0.077525,0.008305,0.794073,2729,61360,3585,7327054
TOSHIBA_20MG07ACA14TA,XGB,46,test,disk_opt,0.06,0.176456,0.233133,0.200873,0.00093,0.794073,1472,6870,4842,7381544
TOSHIBA_20MG07ACA14TA,XGB,47,val,row_opt,0.001,0.041747,0.431866,0.076135,0.008323,0.764655,2678,61470,3523,7324339
TOSHIBA_20MG07ACA14TA,XGB,47,val,disk_opt,0.062,0.131503,0.199323,0.158462,0.001105,0.764655,1236,8163,4965,7377646
TOSHIBA_20MG07ACA14TA,XGB,47,test,row_opt,0.001,0.048371,0.445835,0.087273,0.007496,0.814593,2815,55381,3499,7333033
TOSHIBA_20MG07ACA14TA,XGB,47,test,disk_opt,0.062,0.17388,0.216978,0.193053,0.000881,0.814593,1370,6509,4944,7381905
TOSHIBA_20MG07ACA14TA,XGB,48,val,row_opt,0.004,0.03843,0.439929,0.070685,0.009242,0.79439,2728,68258,3473,7317551
TOSHIBA_20MG07ACA14TA,XGB,48,val,disk_opt,0.208,0.171987,0.177229,0.174569,0.000716,0.79439,1099,5291,5102,7380518
TOSHIBA_20MG07ACA14TA,XGB,48,test,row_opt,0.004,0.039266,0.464682,0.072413,0.009716,0.850078,2934,71787,3380,7316627
TOSHIBA_20MG07ACA14TA,XGB,48,test,disk_opt,0.208,0.110744,0.159328,0.130666,0.001093,0.850078,1006,8078,5308,7380336
TOSHIBA_20MG07ACA14TA,XGB,49,val,row_opt,0.001,0.039805,0.46944,0.073387,0.009508,0.764768,2911,70221,3290,7315588
TOSHIBA_20MG07ACA14TA,XGB,49,val,disk_opt,0.063,0.147239,0.205128,0.171429,0.000997,0.764768,1272,7367,4929,7378442
TOSHIBA_20MG07ACA14TA,XGB,49,test,row_opt,0.001,0.033723,0.48242,0.063039,0.011813,0.814223,3046,87279,3268,7301135
TOSHIBA_20MG07ACA14TA,XGB,49,test,disk_opt,0.063,0.22119,0.226164,0.223649,0.000681,0.814223,1428,5028,4886,7383386
TOSHIBA_20MG07ACA14TA,XGB,50,val,row_opt,0.001,0.04175,0.458313,0.076528,0.008832,0.76912,2842,65230,3359,7320579
TOSHIBA_20MG07ACA14TA,XGB,50,val,disk_opt,0.063,0.150557,0.202709,0.172784,0.00096,0.76912,1257,7092,4944,7378717
TOSHIBA_20MG07ACA14TA,XGB,50,test,row_opt,0.001,0.044655,0.475135,0.081637,0.008687,0.809686,3000,64182,3314,7324232
TOSHIBA_20MG07ACA14TA,XGB,50,test,disk_opt,0.063,0.213399,0.206842,0.210069,0.000652,0.809686,1306,4814,5008,7383600
TOSHIBA_20MG07ACA14TA,XGB,51,val,row_opt,0.001,0.040683,0.459926,0.074754,0.009105,0.781585,2852,67251,3349,7318558
TOSHIBA_20MG07ACA14TA,XGB,51,val,disk_opt,0.055,0.131884,0.236736,0.169398,0.001308,0.781585,1468,9663,4733,7376146
TOSHIBA_20MG07ACA14TA,XGB,51,test,row_opt,0.001,0.044258,0.478936,0.081029,0.008838,0.824748,3024,65302,3290,7323112
TOSHIBA_20MG07ACA14TA,XGB,51,test,disk_opt,0.055,0.16883,0.253405,0.202647,0.001066,0.824748,1600,7877,4714,7380537
TOSHIBA_20MG07ACA14TA,XGB,52,val,row_opt,0.001,0.038799,0.458474,0.071543,0.009536,0.769057,2843,70433,3358,7315376
TOSHIBA_20MG07ACA14TA,XGB,52,val,disk_opt,0.063,0.156793,0.192066,0.172646,0.000867,0.769057,1191,6405,5010,7379404
TOSHIBA_20MG07ACA14TA,XGB,52,test,row_opt,0.001,0.044155,0.482578,0.080907,0.008927,0.809776,3047,65960,3267,7322454
TOSHIBA_20MG07ACA14TA,XGB,52,test,disk_opt,0.063,0.222011,0.203199,0.212189,0.000609,0.809776,1283,4496,5031,7383918
TOSHIBA_20MG07ACA14TA,XGB,53,val,row_opt,0.002,0.051545,0.418965,0.091796,0.006473,0.777689,2598,47805,3603,7338004
TOSHIBA_20MG07ACA14TA,XGB,53,val,disk_opt,0.068,0.116141,0.217223,0.151357,0.001388,0.777689,1347,10251,4854,7375558
TOSHIBA_20MG07ACA14TA,XGB,53,test,row_opt,0.002,0.052093,0.427463,0.092869,0.006647,0.838271,2699,49112,3615,7339302
TOSHIBA_20MG07ACA14TA,XGB,53,test,disk_opt,0.068,0.13215,0.206367,0.161123,0.001158,0.838271,1303,8557,5011,7379857
TOSHIBA_20MG07ACA14TA,XGB,54,val,row_opt,0.002,0.050374,0.418481,0.089923,0.006624,0.775754,2595,48920,3606,7336889
TOSHIBA_20MG07ACA14TA,XGB,54,val,disk_opt,0.065,0.124685,0.223512,0.160074,0.001317,0.775754,1386,9730,4815,7376079
TOSHIBA_20MG07ACA14TA,XGB,54,test,row_opt,0.002,0.057389,0.458505,0.10201,0.006436,0.840528,2895,47550,3419,7340864
TOSHIBA_20MG07ACA14TA,XGB,54,test,disk_opt,0.065,0.138327,0.230757,0.172968,0.001228,0.840528,1457,9076,4857,7379338
TOSHIBA_20MG07ACA14TA,XGB,55,val,row_opt,0.001,0.0407,0.458636,0.074765,0.009076,0.764818,2844,67033,3357,7318776
TOSHIBA_20MG07ACA14TA,XGB,55,val,disk_opt,0.065,0.121415,0.219803,0.156424,0.001335,0.764818,1363,9863,4838,7375946
TOSHIBA_20MG07ACA14TA,XGB,55,test,row_opt,0.001,0.044615,0.477669,0.081608,0.008741,0.814142,3016,64584,3298,7323830
TOSHIBA_20MG07ACA14TA,XGB,55,test,disk_opt,0.065,0.143415,0.220938,0.173929,0.001128,0.814142,1395,8332,4919,7380082
TOSHIBA_20MG07ACA14TA,XGB,56,val,row_opt,0.002,0.061084,0.396549,0.105861,0.005118,0.774348,2459,37797,3742,7348012
TOSHIBA_20MG07ACA14TA,XGB,56,val,disk_opt,0.063,0.149499,0.177875,0.162457,0.00085,0.774348,1103,6275,5098,7379534
TOSHIBA_20MG07ACA14TA,XGB,56,test,row_opt,0.002,0.070678,0.393095,0.119814,0.004417,0.834973,2482,32635,3832,7355779
TOSHIBA_20MG07ACA14TA,XGB,56,test,disk_opt,0.063,0.202457,0.15141,0.173251,0.00051,0.834973,956,3766,5358,7384648
TOSHIBA_20MG07ACA14TA,XGB,57,val,row_opt,0.004,0.042497,0.427995,0.077316,0.008096,0.796527,2654,59798,3547,7326011
TOSHIBA_20MG07ACA14TA,XGB,57,val,disk_opt,0.165,0.154129,0.182712,0.167208,0.000842,0.796527,1133,6218,5068,7379591
TOSHIBA_20MG07ACA14TA,XGB,57,test,row_opt,0.004,0.046198,0.442192,0.083657,0.007802,0.859559,2792,57643,3522,7330771
TOSHIBA_20MG07ACA14TA,XGB,57,test,disk_opt,0.165,0.121809,0.175325,0.143748,0.00108,0.859559,1107,7981,5207,7380433
TOSHIBA_20MG07ACA14TA,XGB,58,val,row_opt,0.002,0.071835,0.404935,0.122024,0.004393,0.77486,2511,32444,3690,7353365
TOSHIBA_20MG07ACA14TA,XGB,58,val,disk_opt,0.035,0.139893,0.256572,0.181063,0.001324,0.77486,1591,9782,4610,7376027
TOSHIBA_20MG07ACA14TA,XGB,58,test,row_opt,0.002,0.080693,0.412575,0.134985,0.004017,0.829328,2605,29678,3709,7358736
TOSHIBA_20MG07ACA14TA,XGB,58,test,disk_opt,0.035,0.172565,0.261799,0.208016,0.001073,0.829328,1653,7926,4661,7380488
TOSHIBA_20MG07ACA14TA,XGB,59,val,row_opt,0.001,0.039549,0.458958,0.072823,0.009358,0.767403,2846,69115,3355,7316694
TOSHIBA_20MG07ACA14TA,XGB,59,val,disk_opt,0.138,0.14776,0.199968,0.169944,0.000968,0.767403,1240,7152,4961,7378657
TOSHIBA_20MG07ACA14TA,XGB,59,test,row_opt,0.001,0.042802,0.477669,0.078564,0.009129,0.791045,3016,67448,3298,7320966
TOSHIBA_20MG07ACA14TA,XGB,59,test,disk_opt,0.138,0.208696,0.190054,0.198939,0.000616,0.791045,1200,4550,5114,7383864
TOSHIBA_20MG07ACA14TA,XGB,60,val,row_opt,0.003,0.036664,0.447508,0.067775,0.009872,0.792653,2775,72913,3426,7312896
TOSHIBA_20MG07ACA14TA,XGB,60,val,disk_opt,0.15,0.125013,0.194485,0.152196,0.001143,0.792653,1206,8441,4995,7377368
TOSHIBA_20MG07ACA14TA,XGB,60,test,row_opt,0.003,0.035806,0.462306,0.066464,0.010639,0.855431,2919,78604,3395,7309810
TOSHIBA_20MG07ACA14TA,XGB,60,test,disk_opt,0.15,0.105538,0.163288,0.12821,0.001183,0.855431,1031,8738,5283,7379676
TOSHIBA_20MG07ACA14TA,XGB,61,val,row_opt,0.002,0.047954,0.42606,0.086206,0.007102,0.769945,2642,52452,3559,7333357
TOSHIBA_20MG07ACA14TA,XGB,61,val,disk_opt,0.068,0.123183,0.226899,0.159678,0.001356,0.769945,1407,10015,4794,7375794
TOSHIBA_20MG07ACA14TA,XGB,61,test,row_opt,0.002,0.05088,0.452328,0.091471,0.007211,0.844287,2856,53276,3458,7335138
TOSHIBA_20MG07ACA14TA,XGB,61,test,disk_opt,0.068,0.138232,0.221096,0.170109,0.001178,0.844287,1396,8703,4918,7379711
TOSHIBA_20MG07ACA14TA,XGB,62,val,row_opt,0.001,0.037795,0.458313,0.069831,0.009796,0.766263,2842,72354,3359,7313455
TOSHIBA_20MG07ACA14TA,XGB,62,val,disk_opt,0.086,0.1383,0.2398,0.175426,0.001254,0.766263,1487,9265,4714,7376544
TOSHIBA_20MG07ACA14TA,XGB,62,test,row_opt,0.001,0.040845,0.479569,0.075278,0.009624,0.798272,3028,71106,3286,7317308
TOSHIBA_20MG07ACA14TA,XGB,62,test,disk_opt,0.086,0.185127,0.240893,0.20936,0.000906,0.798272,1521,6695,4793,7381719
TOSHIBA_20MG07ACA14TA,LGBM,42,val,row_opt,0.002,0.067728,0.417675,0.116556,0.004827,0.719053,2590,35651,3611,7350158
TOSHIBA_20MG07ACA14TA,LGBM,42,val,disk_opt,0.129,0.148524,0.184164,0.164435,0.000886,0.719053,1142,6547,5059,7379262
TOSHIBA_20MG07ACA14TA,LGBM,42,test,row_opt,0.002,0.074415,0.398321,0.125402,0.004234,0.727309,2515,31282,3799,7357132
TOSHIBA_20MG07ACA14TA,LGBM,42,test,disk_opt,0.129,0.204622,0.183719,0.193608,0.00061,0.727309,1160,4509,5154,7383905
TOSHIBA_20MG07ACA14TA,LGBM,43,val,row_opt,0.001,0.075143,0.365425,0.124653,0.003776,0.681067,2266,27890,3935,7357919
TOSHIBA_20MG07ACA14TA,LGBM,43,val,disk_opt,0.055,0.114743,0.210611,0.148553,0.001364,0.681067,1306,10076,4895,7375733
TOSHIBA_20MG07ACA14TA,LGBM,43,test,row_opt,0.001,0.084446,0.391828,0.138946,0.00363,0.694386,2474,26823,3840,7361591
TOSHIBA_20MG07ACA14TA,LGBM,43,test,disk_opt,0.055,0.134997,0.25879,0.177435,0.001417,0.694386,1634,10470,4680,7377944
TOSHIBA_20MG07ACA14TA,LGBM,44,val,row_opt,0.001,0.075143,0.365425,0.124653,0.003776,0.68109,2266,27890,3935,7357919
TOSHIBA_20MG07ACA14TA,LGBM,44,val,disk_opt,0.137,0.163428,0.211579,0.184412,0.000909,0.68109,1312,6716,4889,7379093
TOSHIBA_20MG07ACA14TA,LGBM,44,test,row_opt,0.001,0.084446,0.391828,0.138946,0.00363,0.694391,2474,26823,3840,7361591
TOSHIBA_20MG07ACA14TA,LGBM,44,test,disk_opt,0.137,0.231705,0.217137,0.224184,0.000615,0.694391,1371,4546,4943,7383868
TOSHIBA_20MG07ACA14TA,LGBM,45,val,row_opt,0.002,0.064804,0.438478,0.11292,0.005313,0.763881,2719,39238,3482,7346571
TOSHIBA_20MG07ACA14TA,LGBM,45,val,disk_opt,0.193,0.116907,0.173843,0.1398,0.001103,0.763881,1078,8143,5123,7377666
TOSHIBA_20MG07ACA14TA,LGBM,45,test,row_opt,0.002,0.066981,0.434748,0.116077,0.005175,0.775058,2745,38237,3569,7350177
TOSHIBA_20MG07ACA14TA,LGBM,45,test,disk_opt,0.193,0.223197,0.197498,0.209562,0.000587,0.775058,1247,4340,5067,7384074
TOSHIBA_20MG07ACA14TA,LGBM,46,val,row_opt,0.001,0.072412,0.365425,0.120873,0.00393,0.681007,2266,29027,3935,7356782
TOSHIBA_20MG07ACA14TA,LGBM,46,val,disk_opt,0.215,0.141423,0.181745,0.159068,0.000926,0.681007,1127,6842,5074,7378967
TOSHIBA_20MG07ACA14TA,LGBM,46,test,row_opt,0.001,0.084446,0.391828,0.138946,0.00363,0.694375,2474,26823,3840,7361591
TOSHIBA_20MG07ACA14TA,LGBM,46,test,disk_opt,0.215,0.25308,0.178967,0.209667,0.000451,0.694375,1130,3335,5184,7385079
TOSHIBA_20MG07ACA14TA,LGBM,47,val,row_opt,0.001,0.075143,0.365425,0.124653,0.003776,0.681109,2266,27890,3935,7357919
TOSHIBA_20MG07ACA14TA,LGBM,47,val,disk_opt,0.128,0.180697,0.189002,0.184756,0.000719,0.681109,1172,5314,5029,7380495
TOSHIBA_20MG07ACA14TA,LGBM,47,test,row_opt,0.001,0.084446,0.391828,0.138946,0.00363,0.694392,2474,26823,3840,7361591
TOSHIBA_20MG07ACA14TA,LGBM,47,test,disk_opt,0.128,0.242634,0.189104,0.21255,0.000504,0.694392,1194,3727,5120,7384687
TOSHIBA_20MG07ACA14TA,LGBM,48,val,row_opt,0.001,0.075143,0.365425,0.124653,0.003776,0.68113,2266,27890,3935,7357919
TOSHIBA_20MG07ACA14TA,LGBM,48,val,disk_opt,0.127,0.190562,0.205128,0.197577,0.000732,0.68113,1272,5403,4929,7380406
TOSHIBA_20MG07ACA14TA,LGBM,48,test,row_opt,0.001,0.084446,0.391828,0.138946,0.00363,0.694396,2474,26823,3840,7361591
TOSHIBA_20MG07ACA14TA,LGBM,48,test,disk_opt,0.127,0.241908,0.204783,0.221803,0.000548,0.694396,1293,4052,5021,7384362
TOSHIBA_20MG07ACA14TA,LGBM,49,val,row_opt,0.001,0.072412,0.365425,0.120873,0.00393,0.68104,2266,29027,3935,7356782
TOSHIBA_20MG07ACA14TA,LGBM,49,val,disk_opt,0.136,0.158463,0.194162,0.174505,0.000866,0.68104,1204,6394,4997,7379415
TOSHIBA_20MG07ACA14TA,LGBM,49,test,row_opt,0.001,0.084446,0.391828,0.138946,0.00363,0.694398,2474,26823,3840,7361591
TOSHIBA_20MG07ACA14TA,LGBM,49,test,disk_opt,0.136,0.24919,0.194964,0.218767,0.000502,0.694398,1231,3709,5083,7384705
TOSHIBA_20MG07ACA14TA,LGBM,50,val,row_opt,0.001,0.075143,0.365425,0.124653,0.003776,0.681115,2266,27890,3935,7357919
TOSHIBA_20MG07ACA14TA,LGBM,50,val,disk_opt,0.131,0.187969,0.194001,0.190937,0.000704,0.681115,1203,5197,4998,7380612
TOSHIBA_20MG07ACA14TA,LGBM,50,test,row_opt,0.001,0.084446,0.391828,0.138946,0.00363,0.694404,2474,26823,3840,7361591
TOSHIBA_20MG07ACA14TA,LGBM,50,test,disk_opt,0.131,0.247143,0.212385,0.22845,0.000553,0.694404,1341,4085,4973,7384329
TOSHIBA_20MG07ACA14TA,LGBM,51,val,row_opt,0.002,0.066245,0.408644,0.114008,0.004836,0.719754,2534,35718,3667,7350091
TOSHIBA_20MG07ACA14TA,LGBM,51,val,disk_opt,0.123,0.1638,0.193517,0.177423,0.000829,0.719754,1200,6126,5001,7379683
TOSHIBA_20MG07ACA14TA,LGBM,51,test,row_opt,0.002,0.076072,0.408141,0.128241,0.004236,0.734199,2577,31299,3737,7357115
TOSHIBA_20MG07ACA14TA,LGBM,51,test,disk_opt,0.123,0.214473,0.19433,0.203905,0.000608,0.734199,1227,4494,5087,7383920
TOSHIBA_20MG07ACA14TA,LGBM,52,val,row_opt,0.002,0.042275,0.424286,0.076889,0.00807,0.776446,2631,59604,3570,7326205
TOSHIBA_20MG07ACA14TA,LGBM,52,val,disk_opt,0.106,0.128725,0.198516,0.156179,0.001128,0.776446,1231,8332,4970,7377477
TOSHIBA_20MG07ACA14TA,LGBM,52,test,row_opt,0.002,0.038789,0.416693,0.070971,0.008824,0.817743,2631,65198,3683,7323216
TOSHIBA_20MG07ACA14TA,LGBM,52,test,disk_opt,0.106,0.11142,0.158853,0.130974,0.001083,0.817743,1003,7999,5311,7380415
TOSHIBA_20MG07ACA14TA,LGBM,53,val,row_opt,0.001,0.075143,0.365425,0.124653,0.003776,0.681051,2266,27890,3935,7357919
TOSHIBA_20MG07ACA14TA,LGBM,53,val,disk_opt,0.055,0.113892,0.222383,0.150636,0.001453,0.681051,1379,10729,4822,7375080
TOSHIBA_20MG07ACA14TA,LGBM,53,test,row_opt,0.001,0.084446,0.391828,0.138946,0.00363,0.694419,2474,26823,3840,7361591
TOSHIBA_20MG07ACA14TA,LGBM,53,test,disk_opt,0.055,0.144408,0.235984,0.179173,0.001195,0.694419,1490,8828,4824,7379586
TOSHIBA_20MG07ACA14TA,LGBM,54,val,row_opt,0.001,0.075143,0.365425,0.124653,0.003776,0.681113,2266,27890,3935,7357919
TOSHIBA_20MG07ACA14TA,LGBM,54,val,disk_opt,0.124,0.181205,0.190614,0.185791,0.000723,0.681113,1182,5341,5019,7380468
TOSHIBA_20MG07ACA14TA,LGBM,54,test,row_opt,0.001,0.083601,0.387551,0.137534,0.00363,0.690119,2447,26823,3867,7361591
TOSHIBA_20MG07ACA14TA,LGBM,54,test,disk_opt,0.124,0.239984,0.191638,0.213103,0.000519,0.690119,1210,3832,5104,7384582
TOSHIBA_20MG07ACA14TA,LGBM,55,val,row_opt,0.001,0.075143,0.365425,0.124653,0.003776,0.681071,2266,27890,3935,7357919
TOSHIBA_20MG07ACA14TA,LGBM,55,val,disk_opt,0.059,0.114821,0.227383,0.152589,0.001472,0.681071,1410,10870,4791,7374939
TOSHIBA_20MG07ACA14TA,LGBM,55,test,row_opt,0.001,0.084446,0.391828,0.138946,0.00363,0.69437,2474,26823,3840,7361591
TOSHIBA_20MG07ACA14TA,LGBM,55,test,disk_opt,0.059,0.134664,0.260691,0.177591,0.001432,0.69437,1646,10577,4668,7377837
TOSHIBA_20MG07ACA14TA,LGBM,56,val,row_opt,0.002,0.051266,0.420577,0.091392,0.006535,0.753432,2608,48264,3593,7337545
TOSHIBA_20MG07ACA14TA,LGBM,56,val,disk_opt,0.179,0.139465,0.179003,0.15678,0.000927,0.753432,1110,6849,5091,7378960
TOSHIBA_20MG07ACA14TA,LGBM,56,test,row_opt,0.002,0.050505,0.437757,0.090562,0.007033,0.774312,2764,51963,3550,7336451
TOSHIBA_20MG07ACA14TA,LGBM,56,test,disk_opt,0.179,0.149424,0.172474,0.160124,0.000839,0.774312,1089,6199,5225,7382215
TOSHIBA_20MG07ACA14TA,LGBM,57,val,row_opt,0.002,0.06623,0.414611,0.114216,0.004908,0.721636,2571,36248,3630,7349561
TOSHIBA_20MG07ACA14TA,LGBM,57,val,disk_opt,0.132,0.127439,0.224319,0.162538,0.001289,0.721636,1391,9524,4810,7376285
TOSHIBA_20MG07ACA14TA,LGBM,57,test,row_opt,0.002,0.073726,0.406557,0.124818,0.004365,0.734136,2567,32251,3747,7356163
TOSHIBA_20MG07ACA14TA,LGBM,57,test,disk_opt,0.132,0.141387,0.206684,0.16791,0.001073,0.734136,1305,7925,5009,7380489
TOSHIBA_20MG07ACA14TA,LGBM,58,val,row_opt,0.002,0.038974,0.397517,0.070987,0.00823,0.747406,2465,60783,3736,7325026
TOSHIBA_20MG07ACA14TA,LGBM,58,val,disk_opt,0.058,0.115847,0.161748,0.135002,0.001036,0.747406,1003,7655,5198,7378154
