arm,arm_desc,experiment,drive,model,family,seed,test_month,train_start,train_end,rule,horizon_days,threshold_source,far_target,threshold,n_failed,n_healthy,tp,fn,fp,tn,recall,precision,far,roc_auc,pr_auc
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,45,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.0598826722055676,17,9741,3,14,10,9731,0.1764705882352941,0.2307692307692307,0.0010265886459295,0.9405816530492704,0.2061590526370515
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,45,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.0310492347925899,17,9741,7,10,49,9692,0.4117647058823529,0.125,0.0050302843650549,0.9405816530492704,0.2061590526370515
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,45,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.0183487471193076,17,9741,9,8,98,9643,0.5294117647058824,0.0841121495327102,0.0100605687301098,0.9405816530492704,0.2061590526370515
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,45,2026-01,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.0029464371036738,17,9741,14,3,488,9253,0.8235294117647058,0.0278884462151394,0.0500975259213633,0.9405816530492704,0.2061590526370515
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,45,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.0621547405049205,14,9724,2,12,10,9714,0.1428571428571428,0.1666666666666666,0.0010283833813245,0.9730453370159252,0.1068318226588635
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,45,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.0329149794764817,14,9724,5,9,49,9675,0.3571428571428571,0.0925925925925925,0.0050390785684903,0.9730453370159252,0.1068318226588635
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,45,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.0198851707950235,14,9724,6,8,98,9626,0.4285714285714285,0.0576923076923076,0.0100781571369806,0.9730453370159252,0.1068318226588635
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,45,2026-02,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.0029449649271555,14,9724,11,3,487,9237,0.7857142857142857,0.0220883534136546,0.0500822706705059,0.9730453370159252,0.1068318226588635
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,46,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.001,0.1988133398443248,16,9782,2,14,10,9772,0.125,0.1666666666666666,0.0010222858311183,0.95578613780413,0.093641557605689
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,46,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.005,0.0756468272209155,16,9782,5,11,49,9733,0.3125,0.0925925925925925,0.00500920057248,0.95578613780413,0.093641557605689
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,46,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.01,0.0347292841225866,16,9782,8,8,98,9684,0.5,0.0754716981132075,0.0100184011449601,0.95578613780413,0.093641557605689
raw_only,"파생 없음, SMART 원값 18개만 (baseline 대조군)",feat_raw_only,HGST_20HUH721212ALN604,xgboost,tabular,46,2025-12,2018-08-01,2025-10-30,in_horizon,10,month_quantile,0.05,0.0041260110912844,16,9782,13,3,490,9292,0.8125,0.025844930417495,0.0500920057248006,0.95578613780413,0.093641557605689
